,Unnamed: 0,Wind speed (m/s),Power (kW),Blade angle (pitch position) A (°),Rotor speed (RPM)
124,1637,6.162794018,457.417572,0.0,11.13117465
125,1638,6.07892965,466.8559426,0.0,11.19097343
126,1747,6.926696587,492.7748444,0.0,11.44150208
127,1752,6.64692266,543.9274565,0.0,11.7778666
128,1753,6.275338316,445.4093033,0.0,11.11798127
129,1945,6.334831214,618.0297737,0.0,12.11228549
130,1946,6.187129426,561.6625397,0.0,11.86391759
131,1953,6.573377919,583.6825409,0.0,12.03515705
132,1954,6.436312437,537.8402451,0.0,11.74961588
133,1955,6.867321396,656.7752857,0.0,12.40995549
134,1956,6.303590572,576.7577113,0.0,11.9916906
135,2139,6.157615018,383.3455154,0.0,10.60869147
136,2140,5.964843583,401.8446121,0.0,10.70535359
137,2141,6.788443089,594.3318878,0.0,12.11157444
138,2142,6.903493452,654.9199158,0.0,12.46913266
139,2143,7.113472414,762.2754089,0.0,13.03888755
140,2144,7.472712517,851.4960846,0.0,13.52976479
141,2145,7.369096613,865.8091644,0.0,13.59948179
142,2146,6.715826607,780.0628723,0.0,13.15099311
143,2147,7.301881814,842.8448273,0.0,13.48020047
